Date,S&P500,MABMM301USM189S,Australia,Canada,Germany,Japan,UK,Unfilled Orders,CPIAUCNS
31/03/2000,1498.579956,4.70E+12,0,0,0,0,0,511421,74.6041
30/04/2000,1452.430054,4.76E+12,0,0,0,0,0,511144,74.64768
31/05/2000,1420.599976,4.74E+12,0,0,0,0,0,509757,74.73483
30/06/2000,1454.599976,4.76E+12,0,0,0,0,0,537504,75.12703
31/07/2000,1430.829956,4.78E+12,0,0,0,0,0,537314,75.30134
31/08/2000,1517.680054,4.81E+12,0,0,0,0,0,539400,75.30134
30/09/2000,1436.51001,4.84E+12,0,0,0,1,0,545765,75.69353
31/10/2000,1429.400024,4.86E+12,0,0,0,1,0,544382,75.82426
30/11/2000,1314.949951,4.87E+12,0,0,0,1,0,548548,75.86784
31/12/2000,1320.280029,4.91E+12,0,0,0,1,0,549507,75.82426
31/01/2001,1366.01001,4.96E+12,0,0,0,1,0,545536,76.30361
28/02/2001,1239.939941,5.00E+12,0,0,1,1,0,540932,76.60865
31/03/2001,1160.329956,5.06E+12,0,0,1,1,0,540904,76.78296
30/04/2001,1249.459961,5.12E+12,0,0,1,1,0,537624,77.088
31/05/2001,1255.819946,5.12E+12,0,0,1,1,0,534563,77.43662
30/06/2001,1224.380005,5.16E+12,0,0,1,1,0,532521,77.56735
31/07/2001,1211.22998,5.19E+12,0,0,1,1,0,528062,77.34946
31/08/2001,1133.579956,5.23E+12,0,0,1,1,0,523516,77.34946
30/09/2001,1040.939941,5.34E+12,0,0,1,1,0,518114,77.69808
31/10/2001,1059.780029,5.32E+12,0,0,1,1,0,521240,77.43662
30/11/2001,1139.449951,5.37E+12,0,0,1,1,0,515757,77.30589
31/12/2001,1148.079956,5.42E+12,0,0,1,1,0,509910,77.00085
31/01/2002,1130.199951,5.44E+12,0,0,1,1,0,503401,77.17515
28/02/2002,1106.72998,5.47E+12,0,0,1,1,0,505885,77.48019
31/03/2002,1147.390015,5.48E+12,0,0,1,1,0,504730,77.91597
30/04/2002,1076.920044,5.48E+12,0,0,1,1,0,502106,78.35174
31/05/2002,1067.140015,5.51E+12,0,0,1,1,0,499674,78.35174
30/06/2002,989.820007,5.53E+12,0,0,1,1,0,492380,78.39531
31/07/2002,911.619995,5.58E+12,0,0,1,1,0,493321,78.48247
31/08/2002,916.070007,5.62E+12,0,0,1,1,0,495426,78.74393
30/09/2002,815.280029,5.64E+12,0,0,1,1,0,489727,78.87466
31/10/2002,885.76001,5.69E+12,0,0,1,1,0,485819,79.00539
30/11/2002,936.309998,5.74E+12,0,0,1,1,0,482514,79.00539
31/12/2002,879.820007,5.76E+12,0,0,1,1,0,479610,78.83109
31/01/2003,855.700012,5.79E+12,0,0,1,1,0,479051,79.1797
28/02/2003,841.150024,5.83E+12,0,0,1,1,0,481577,79.78978
31/03/2003,848.179993,5.85E+12,0,0,1,1,0,481487,80.26913
30/04/2003,916.919983,5.89E+12,0,0,1,1,0,482630,80.09482
31/05/2003,963.590027,5.95E+12,0,0,1,0,0,483646,79.96409
30/06/2003,974.5,5.98E+12,0,0,1,0,0,485622,80.05125
31/07/2003,990.309998,6.03E+12,0,0,1,0,0,484344,80.1384
31/08/2003,1008.01001,6.09E+12,0,0,1,0,0,486954,80.44344
30/09/2003,995.969971,6.06E+12,0,0,0,0,0,489082,80.7049
31/10/2003,1050.709961,6.05E+12,0,0,0,0,0,496707,80.61775
30/11/2003,1058.199951,6.06E+12,0,0,0,0,0,500875,80.39986
31/12/2003,1111.920044,6.05E+12,0,0,0,0,0,506423,80.31271
31/01/2004,1131.130005,6.06E+12,0,0,0,0,0,510186,80.7049
29/02/2004,1144.939941,6.10E+12,0,0,0,0,0,514772,81.14068
31/03/2004,1126.209961,6.14E+12,0,0,0,0,0,522529,81.6636
30/04/2004,1107.300049,6.18E+12,0,0,0,0,0,527165,81.92506
31/05/2004,1120.680054,6.26E+12,0,0,0,0,0,531048,82.40441
30/06/2004,1140.839966,6.26E+12,0,0,0,0,0,535482,82.66588
31/07/2004,1101.719971,6.27E+12,0,0,0,0,0,543311,82.53514
31/08/2004,1104.23999,6.30E+12,0,0,0,0,0,543542,82.57872
30/09/2004,1114.579956,6.33E+12,0,0,0,0,0,548017,82.75303
31/10/2004,1130.199951,6.36E+12,0,0,0,0,0,547928,83.1888
30/11/2004,1173.819946,6.39E+12,0,0,0,0,0,554750,83.23238
31/12/2004,1211.920044,6.41E+12,0,0,0,0,0,558457,82.92734
31/01/2005,1181.27002,6.41E+12,0,0,0,0,0,559852,83.10165
28/02/2005,1203.599976,6.42E+12,0,0,0,0,0,564784,83.581
31/03/2005,1180.589966,6.43E+12,0,0,0,0,0,562236,84.23465
30/04/2005,1156.849976,6.44E+12,0,0,0,0,0,561491,84.80116
31/05/2005,1191.5,6.46E+12,0,0,0,0,0,574720,84.714
30/06/2005,1191.329956,6.49E+12,0,0,0,0,0,590937,84.75758
31/07/2005,1234.180054,6.52E+12,0,0,0,0,0,594807,85.14977
31/08/2005,1220.329956,6.56E+12,0,0,0,0,0,604717,85.58555
30/09/2005,1228.810059,6.59E+12,0,0,0,0,0,610942,86.6314
31/10/2005,1207.01001,6.62E+12,0,0,0,0,0,619436,86.80571
30/11/2005,1249.47998,6.64E+12,0,0,0,0,0,638462,86.10847
31/12/2005,1248.290039,6.67E+12,0,0,0,0,0,653074,85.75985
31/01/2006,1280.079956,6.71E+12,0,0,0,0,0,657114,86.41351
28/02/2006,1280.660034,6.73E+12,0,0,0,0,0,670468,86.58782
31/03/2006,1294.869995,6.75E+12,0,0,0,0,0,689656,87.06717
30/04/2006,1310.609985,6.79E+12,0,0,0,0,0,700280,87.80798
31/05/2006,1270.089966,6.79E+12,0,0,0,0,0,707154,88.24375
30/06/2006,1270.199951,6.83E+12,0,0,0,0,0,718927,88.41806
31/07/2006,1276.660034,6.87E+12,0,0,0,0,0,726406,88.67952
31/08/2006,1303.819946,6.90E+12,0,0,0,0,0,727801,88.85383
30/09/2006,1335.849976,6.93E+12,0,0,0,0,0,756106,88.41806
31/10/2006,1377.939941,6.98E+12,0,0,0,0,0,766321,87.93871
30/11/2006,1400.630005,7.01E+12,0,0,0,0,0,782311,87.80798
31/12/2006,1418.300049,7.06E+12,0,0,0,0,0,795263,87.93871
31/01/2007,1438.23999,7.10E+12,0,0,0,0,0,807327,88.20715
28/02/2007,1406.819946,7.11E+12,0,0,0,0,0,817342,88.67909
31/03/2007,1420.859985,7.15E+12,0,0,0,0,0,831166,89.48657
30/04/2007,1482.369995,7.22E+12,0,0,0,0,0,845904,90.06789
31/05/2007,1530.619995,7.23E+12,0,0,0,0,0,853831,90.61827
30/06/2007,1503.349976,7.26E+12,0,0,0,0,0,863287,90.79389
31/07/2007,1455.27002,7.29E+12,0,0,0,0,0,878161,90.77079
31/08/2007,1473.98999,7.37E+12,0,0,0,0,0,891481,90.60433
30/09/2007,1526.75,7.39E+12,0,0,0,0,0,899964,90.85403
31/10/2007,1549.380005,7.40E+12,0,0,0,0,0,910343,91.04838
30/11/2007,1481.140015,7.43E+12,0,0,0,0,0,920744,91.58917
31/12/2007,1468.359985,7.46E+12,0,0,0,0,0,944435,91.52773
31/01/2008,1378.550049,7.49E+12,0,0,0,0,0,960546,91.98267
29/02/2008,1330.630005,7.58E+12,0,1,0,0,0,973939,92.2498
31/03/2008,1322.699951,7.64E+12,0,1,0,1,0,990093,93.04944
30/04/2008,1385.589966,7.69E+12,0,1,0,1,0,997485,93.61377
31/05/2008,1400.380005,7.70E+12,0,1,1,1,0,1007652,94.40208
30/06/2008,1280,7.71E+12,0,1,1,1,1,1015114,95.35337
31/07/2008,1267.380005,7.76E+12,0,1,1,1,1,1017325,95.85407
31/08/2008,1282.829956,7.78E+12,0,1,1,1,1,1020556,95.47146
30/09/2008,1166.359985,7.85E+12,0,1,1,1,1,1022298,95.33942
31/10/2008,968.75,7.95E+12,0,1,1,1,1,1014009,94.37637
30/11/2008,896.23999,8.00E+12,0,1,1,1,1,1004902,92.56879
31/12/2008,903.25,8.18E+12,0,1,1,1,1,993460,91.6114
31/01/2009,825.880005,8.26E+12,0,1,1,1,1,975577,92.01013
28/02/2009,735.090027,8.29E+12,0,1,0,1,1,950793,92.46769
31/03/2009,797.869995,8.36E+12,0,1,0,1,1,927825,92.69255
30/04/2009,872.809998,8.36E+12,0,1,0,0,1,910126,92.92394
31/05/2009,919.140015,8.42E+12,0,1,0,0,1,901190,93.19238
30/06/2009,919.320007,8.43E+12,0,1,0,0,1,886988,93.99289
31/07/2009,987.47998,8.43E+12,0,1,0,0,1,879286,93.84385
31/08/2009,1020.619995,8.43E+12,0,0,0,0,1,872162,94.05433
30/09/2009,1057.079956,8.43E+12,0,0,0,0,1,860544,94.11316
31/10/2009,1036.189941,8.46E+12,0,0,0,0,1,853526,94.2038
30/11/2009,1095.630005,8.49E+12,0,0,0,0,1,841994,94.27047
31/12/2009,1115.099976,8.48E+12,0,0,0,0,1,825225,94.10445
31/01/2010,1073.869995,8.45E+12,0,0,0,0,1,829405,94.42605
28/02/2010,1104.48999,8.50E+12,0,0,0,0,0,831746,94.44958
31/03/2010,1169.430054,8.49E+12,0,0,0,0,0,832910,94.83741
30/04/2010,1186.689941,8.52E+12,0,0,0,0,0,836244,95.00214
31/05/2010,1089.410034,8.58E+12,0,0,0,0,0,839486,95.07578
30/06/2010,1030.709961,8.60E+12,0,0,0,0,0,841643,94.98296
31/07/2010,1101.599976,8.61E+12,0,0,0,0,0,843631,95.00301
31/08/2010,1049.329956,8.66E+12,0,0,0,0,0,846862,95.13417
30/09/2010,1141.199951,8.69E+12,0,0,0,1,0,857510,95.18952
31/10/2010,1183.26001,8.74E+12,0,0,0,1,0,862237,95.30805
30/11/2010,1180.550049,8.76E+12,0,0,0,1,0,869267,95.34814
31/12/2010,1257.640015,8.79E+12,0,0,0,1,0,870463,95.51199
31/01/2011,1286.119995,8.83E+12,0,0,0,1,0,879671,95.96693
28/02/2011,1327.219971,8.87E+12,0,0,0,1,0,881473,96.44018
31/03/2011,1325.829956,8.92E+12,0,0,0,1,0,890499,97.38058
30/04/2011,1363.609985,8.98E+12,0,0,0,1,0,895105,98.00765
31/05/2011,1345.199951,9.03E+12,0,0,0,0,0,903354,98.4687
30/06/2011,1320.640015,9.11E+12,0,0,0,0,0,904877,98.36324
31/07/2011,1292.280029,9.30E+12,0,0,0,0,0,910932,98.4504
31/08/2011,1218.890015,9.52E+12,0,0,0,0,0,921052,98.72188
30/09/2011,1131.420044,9.54E+12,0,0,0,0,0,925600,98.87179
31/10/2011,1253.300049,9.57E+12,0,0,0,0,0,928033,98.66785
30/11/2011,1246.959961,9.61E+12,0,0,0,0,0,938781,98.58461
31/12/2011,1257.599976,9.65E+12,0,0,0,0,0,953635,98.34145
31/01/2012,1312.410034,9.73E+12,0,0,0,0,0,964844,98.77417
29/02/2012,1365.680054,9.77E+12,0,0,0,1,0,978397,99.20907
31/03/2012,1408.469971,9.82E+12,0,0,0,1,0,983438,99.96252
30/04/2012,1397.910034,9.87E+12,0,0,0,1,0,987250,100.26451
31/05/2012,1310.329956,9.90E+12,0,0,0,1,0,987756,100.14686
30/06/2012,1362.160034,9.97E+12,0,0,0,1,0,990665,100
31/07/2012,1379.319946,1.00E+13,0,0,0,1,0,1003167,99.83702
31/08/2012,1406.579956,1.01E+13,0,0,0,1,0,992400,100.39263
30/09/2012,1440.670044,1.02E+13,0,0,0,1,0,995205,100.8406
31/10/2012,1412.160034,1.03E+13,0,0,0,1,0,1001567,100.80138
30/11/2012,1416.180054,1.03E+13,0,0,0,1,0,1001830,100.32378
31/12/2012,1426.189941,1.04E+13,0,0,0,1,0,1014225,100.0536
31/01/2013,1498.109985,1.05E+13,0,0,0,1,0,1015335,100.34949
28/02/2013,1514.680054,1.05E+13,0,0,0,0,0,1024713,101.17135
31/03/2013,1569.189941,1.05E+13,0,0,0,0,0,1015562,101.43587
30/04/2013,1597.569946,1.06E+13,0,0,0,0,0,1017992,101.33041
31/05/2013,1630.73999,1.06E+13,0,0,0,0,0,1025916,101.51082
30/06/2013,1606.280029,1.07E+13,0,0,0,0,0,1046529,101.75442
31/07/2013,1685.72998,1.07E+13,0,0,0,0,0,1046992,101.79451
31/08/2013,1632.969971,1.08E+13,0,0,0,0,0,1046677,101.91696
30/09/2013,1681.550049,1.08E+13,0,0,0,0,0,1056294,102.03549
31/10/2013,1756.540039,1.09E+13,0,0,0,0,0,1058913,101.77272
30/11/2013,1805.810059,1.10E+13,0,0,0,0,0,1066519,101.56486
31/12/2013,1848.359985,1.10E+13,0,0,0,0,0,1075752,101.55614
31/01/2014,1782.589966,1.11E+13,0,0,0,0,0,1076998,101.93395
28/02/2014,1859.449951,1.11E+13,0,0,0,0,0,1081998,102.3109
31/03/2014,1872.339966,1.12E+13,0,0,0,0,0,1086743,102.96978
30/04/2014,1883.949951,1.12E+13,0,0,0,1,0,1097126,103.30925
31/05/2014,1923.569946,1.13E+13,0,0,0,1,0,1099438,103.67007
30/06/2014,1960.22998,1.14E+13,0,0,0,1,0,1108069,103.86312
31/07/2014,1930.670044,1.14E+13,0,0,0,1,0,1165758,103.82259
31/08/2014,2003.369995,1.15E+13,0,0,0,1,0,1169708,103.64915
30/09/2014,1972.290039,1.15E+13,0,0,0,0,0,1171856,103.72715
31/10/2014,2018.050049,1.16E+13,0,0,0,0,0,1170546,103.46656
30/11/2014,2067.560059,1.16E+13,0,0,0,0,0,1168321,102.9079
31/12/2014,2058.899902,1.17E+13,0,0,0,0,0,1160052,102.32441
31/01/2015,1994.98999,1.17E+13,0,0,0,0,0,1159657,101.84288
28/02/2015,2104.5,1.19E+13,0,0,0,0,0,1154063,102.28519
31/03/2015,2067.889893,1.19E+13,0,0,0,0,0,1151089,102.89396
30/04/2015,2085.51001,1.19E+13,0,0,0,0,0,1148735,103.10313
31/05/2015,2107.389893,1.19E+13,0,0,0,0,0,1140056,103.62867
30/06/2015,2063.110107,1.20E+13,0,0,0,0,0,1141807,103.99167
31/07/2015,2103.840088,1.20E+13,0,0,0,0,0,1141833,103.99864
31/08/2015,1972.180054,1.21E+13,0,0,0,0,0,1139211,103.85135
30/09/2015,1920.030029,1.22E+13,0,0,0,0,0,1131016,103.68968
31/10/2015,2079.360107,1.22E+13,0,0,0,0,0,1130136,103.64305
30/11/2015,2080.409912,1.23E+13,0,0,0,0,0,1128204,103.42429
31/12/2015,2043.939941,1.23E+13,0,0,0,0,0,1128338,103.07088
31/01/2016,1940.23999,1.25E+13,0,0,0,0,0,1128485,103.24127
29/02/2016,1932.22998,1.25E+13,0,0,0,0,0,1120583,103.32624
31/03/2016,2059.73999,1.26E+13,0,0,0,0,0,1114166,103.77117
30/04/2016,2065.300049,1.27E+13,0,0,0,0,0,1116985,104.26315
31/05/2016,2096.949951,1.28E+13,0,0,0,0,0,1115612,104.68498
30/06/2016,2098.860107,1.28E+13,0,0,0,0,0,1102012,105.0288
31/07/2016,2173.600098,1.29E+13,0,0,0,0,0,1096671,104.85885
31/08/2016,2170.949951,1.30E+13,0,0,0,0,0,1094531,104.95516
30/09/2016,2168.27002,1.30E+13,0,0,0,0,0,1089182,105.20747
31/10/2016,2126.149902,1.31E+13,0,0,0,0,0,1097425,105.33864
30/11/2016,2198.810059,1.32E+13,0,0,0,0,0,1093796,105.17479
31/12/2016,2238.830078,1.32E+13,0,0,0,0,0,1091433,105.20921
31/01/2017,2278.870117,1.33E+13,0,0,0,0,0,1090929,105.82234
28/02/2017,2363.639893,1.33E+13,0,0,0,0,0,1085054,106.15527
31/03/2017,2362.719971,1.34E+13,0,0,0,0,0,1085845,106.24156
30/04/2017,2384.199951,1.35E+13,0,0,0,0,0,1090037,106.55662
31/05/2017,2411.800049,1.35E+13,0,0,0,0,0,1088012,106.6477
30/06/2017,2423.409912,1.36E+13,0,0,0,0,0,1104044,106.74444
31/07/2017,2470.300049,1.36E+13,0,0,0,0,0,1101035,106.67079
31/08/2017,2471.649902,1.37E+13,0,0,0,0,0,1099713,106.99021
30/09/2017,2519.360107,1.37E+13,0,0,0,0,0,1110807,107.55672
31/10/2017,2575.26001,1.38E+13,0,0,0,0,0,1112193,107.48874
30/11/2017,2584.840088,1.38E+13,0,0,0,0,0,1114319,107.49135
31/12/2017,2673.610107,1.38E+13,0,0,0,0,0,1122263,107.42816
31/01/2018,2823.810059,1.39E+13,0,0,0,0,0,1118766,108.0134
28/02/2018,2713.830078,1.39E+13,0,0,0,0,0,1124552,108.50321
31/03/2018,2640.870117,1.40E+13,0,0,0,0,0,1132593,108.74855
30/04/2018,2648.050049,1.40E+13,0,0,0,0,0,1138225,109.18084
31/05/2018,2705.27002,1.41E+13,0,0,0,0,0,1146225,109.63491
30/06/2018,2718.370117,1.41E+13,0,0,0,0,0,1152430,109.80965
31/07/2018,2816.290039,1.42E+13,0,0,0,0,0,1152619,109.81706
31/08/2018,2901.52002,1.42E+13,0,0,0,0,0,1160444,109.87807
30/09/2018,2913.97998,1.42E+13,0,0,0,0,0,1170856,110.00575
31/10/2018,2711.73999,1.42E+13,0,0,0,0,0,1169210,110.20011
30/11/2018,2760.169922,1.42E+13,0,0,0,0,0,1165463,109.83101
31/12/2018,2506.850098,1.44E+13,0,0,0,0,0,1165974,109.48021
31/01/2019,2704.100098,1.44E+13,0,0,0,0,0,1167155,109.68895
28/02/2019,2784.48999,1.45E+13,0,0,0,0,0,1161288,110.15261
31/03/2019,2834.399902,1.45E+13,0,0,0,0,0,1165099,110.77402
30/04/2019,2945.830078,1.46E+13,0,0,0,0,0,1162862,111.36057
31/05/2019,2752.060059,1.47E+13,0,0,0,0,0,1156256,111.59763
30/06/2019,2941.76001,1.48E+13,0,0,0,0,0,1147136,111.61985
31/07/2019,2980.379883,1.49E+13,0,0,0,0,0,1146938,111.80636
31/08/2019,2926.459961,1.49E+13,0,0,0,0,0,1148225,111.8007
30/09/2019,2976.73999,1.50E+13,0,0,0,0,0,1148432,111.88829
31/10/2019,3037.560059,1.51E+13,0,0,0,0,0,1149040,112.14408
30/11/2019,3140.97998,1.52E+13,0,0,0,0,0,1143494,112.08395
31/12/2019,3230.780029,1.53E+13,0,0,0,0,0,1144546,111.98198